Model Xe,Năm Sản Xuất,Gía Tiền,Xuất Xứ,Tình Trạng,Dòng Xe,Số KM Đã Đi,Màu Ngoại Thất,Màu Nội Thất,Số Chỗ Ngồi,Động Cơ,Hệ Thống Nạp Nhiên Liệu,Hộp Số,Dẫn Động,Thành Phố MPG,Cao Tốc MPG,Chiều Dài Cơ Sở,Chiều Dài Xe,Chiều Rộng Xe,Chiều Cao Xe,Độ Nặng,Kích Thước Động Cơ,Tỷ Số Đường Kính Xy Lanh & Pít Tông,Stroke,Mã Lực,Số Vòng Quay Cực Đại,Địa Chỉ
Ford Transit 350 XLT,2021,1264885000,Xe nước ngoài,1,Van-minivan,72216,Cạnh tranh màu xanh,Unknown,6,Xăng 3.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,28,39,141.5,163.9,54.4,56.8,2538,168,2.93,3.02,94,4556,545 East North Avenue
Mercedes-Benz Sprinter 2500,2023,1264885000,Xe nước ngoài,1,Van-minivan,3994,Đua xe màu đỏ,Unknown,6,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,28,39,141.5,161.3,48.7,54.3,2356,115,3.36,2.9,86,5473,4248 Morse Rd
"Ford Transit 250 148"" High Roof AWD",2022,1241885000,Xe nước ngoài,1,Van-minivan,19299,Đen,Đen,7,Xăng 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,19,27,139.2,182.6,52.9,59.5,2985,122,3.05,3.26,111,4452,2091 Fairview Avenue
Toyota Sienna Platinum,2021,1241770000,Xe nước ngoài,-1,Van-minivan,36981,Blu eleos,Unknown,6,Xăng 3.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,27,37,139.2,187.6,49.2,59.7,2085,157,3.51,2.18,106,5286,2000 E Baker St
Ford Transit 250 Medium Roof,2023,575000000,Xe nước ngoài,1,Van-minivan,64330,Taffeta trắng,Unknown,7,Xăng 3.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,29,35,72.5,195.4,55.6,58.1,2381,113,3.39,2.29,127,5448,155 S FRONTAGE RD
"Ford Transit 350 148"" High Roof Extended",2021,1135671000,Xe nước ngoài,1,Van-minivan,40869,Đen,Unknown,6,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,29,36,128.6,185.8,56,55.4,2436,161,3.46,2.64,83,5203,6512 WES RD
Chevrolet Camaro LT,2021,7359885000,Xe nước ngoài,1,Coupe,48525,Phấn,Đen,2,Xăng 3.5L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,28,39,751,193.8,54.4,59,2793,153,3.02,3.5,92,4699,720 AIRPARK CENTER DR
Dodge Challenger R/T Scat Pack,2019,6895400000,Xe nước ngoài,1,Coupe,42859,Màu xám kim loại titan,Unknown,2,Xăng 3.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,16,24,704.5,197.5,52,53.8,2125,158,3.21,2.37,151,4940,27 W 110 North Ave
Lamborghini Huracan EVO,2022,6646908000,Xe nước ngoài,1,Coupe,12336,Đu đủ spark,Unknown,2,Xăng 3.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,20,30,679.7,186.8,55,54.4,2347,114,3.29,2.61,128,4799,6010 KENLEY LN
Dodge Viper ACR w/ Extreme Aero Package,2017,6322700000,Xe nước ngoài,1,Coupe,5285,Nero ds 1250,Đá phiến đen,2,Xăng 5.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,27,35,647.3,169.1,48.8,54.7,3030,143,3.25,2.67,114,4629,2205 SARDIS RD N
Ferrari Roma,2023,6209977000,Xe nước ngoài,1,Coupe,2346,Cá mập xanh,Unknown,2,Xăng 5.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,29,37,636,181.3,56,55.3,2713,93,3.29,3.09,73,4547,601 S Central Expressway
Porsche 911 Turbo,2023,482770000,Xe nước ngoài,1,Coupe,9520,Đêm xanh ánh kim,Unknown,2,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,31,40,63.3,168.7,52.4,58.4,2861,105,3.39,2.24,107,4871,9000 NW 12TH ST
Lamborghini Huracan EVO,2020,6209954000,Xe nước ngoài,1,Coupe,9456,Đua xe màu xanh,Tro,2,Xăng 6.4L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,24,31,636,195.1,51.2,55.6,2174,96,3.32,2.7,141,5103,630 Connecticut Blvd
Honda Civic Si,2017,6094793000,Xe nước ngoài,1,Coupe,52638,Màu xanh kim loại gentian,Unknown,2,Xăng 6.2L,Unknown,Số tự động,RFD - Dẫn động cầu sau,29,39,624.5,195.3,48.3,54.6,2209,135,3.32,2.36,87,4506,3147 DAVIS BLVD
Porsche 911 GT3,2022,6048770000,Xe nước ngoài,1,Coupe,6517,Aventurine xanh kim loại,Unknown,2,Xăng 6.2L,Unknown,Số tự động,FWD - Dẫn động cầu trước,23,32,619.9,191.3,48.3,53.7,2579,116,2.99,2.6,100,4970,5550 W. Sahara Blvd
Porsche 911 Turbo S,2022,5979563000,Xe nước ngoài,-1,Coupe,12267,Modena màu vàng,Unknown,2,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,27,35,613,168.5,56.9,54.4,2414,132,3.14,2.82,80,5400,1850 LUCENT CT
Ferrari Roma,2021,5954700000,Xe nước ngoài,-1,Coupe,7157,Màu đen (nero ds 1250),Unknown,2,Xăng 6.4L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,23,31,610.5,193.3,54.7,54.3,2647,96,2.97,3.3,147,5286,18118 N Scottsdale Rd
McLaren 720S Performance,2019,5921465000,Xe nước ngoài,1,Coupe,10456,Đen,Unknown,2,Nhiên liệu linh hoạt 2.4L,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,24,607.1,193.3,53.7,57.3,2626,116,3.5,2.78,99,4957,20 HUDSON ST
Ferrari 488 GTB,2018,5910885000,Xe nước ngoài,1,Coupe,22995,Mống mắt xám,Khối clth,2,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,29,35,606.1,184.9,48.8,56.4,2663,164,3.13,2.46,85,4802,5500 S BROADWAY
Porsche 911 GT3,2022,5864954000,Xe nước ngoài,1,Coupe,5811,Dung nham cam,Unknown,2,Nhiên liệu linh hoạt 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,17,26,601.5,192.1,49.2,56.1,2382,97,3.26,2.97,143,4496,13921 North Freeway I-45
Porsche 911 Turbo S,2021,5634885000,Xe nước ngoài,1,Coupe,4458,Đá xám,Unknown,2,Nhiên liệu linh hoạt 2.4L,Unknown,Số tự động,RFD - Dẫn động cầu sau,27,36,578.5,191.1,52.2,58,2100,93,3.23,2.59,142,5007,720 AIRPARK CENTER DR
Ferrari Roma,2021,5517700000,Xe nước ngoài,1,Coupe,6077,Helios cam,Unknown,2,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,30,38,566.8,170.6,49.6,54.6,2642,148,3.1,2.57,154,4646,18000 N. Scottsdale Road
Porsche 911 Turbo,2021,5497000000,Xe nước ngoài,1,Coupe,3376,Dung nham cam,Tro,2,Hybrid2.3L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,27,37,564.7,158.7,51.1,57.4,2673,156,3.45,2.18,137,4720,11875 Alpharetta Hwy
Porsche 911 Turbo,2022,5425424000,Xe nước ngoài,1,Coupe,3371,Áo khoác màu ánh kim màu đỏ sương mù,Unknown,2,Nhiên liệu linh hoạt 3.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,28,39,557.5,185.5,50.3,57.5,2312,172,3.06,3.08,137,4933,7514 GIRARD AVE
Ferrari Roma,2021,5287700000,Xe nước ngoài,-1,Coupe,6702,Cà phê kona kim loại,Unknown,2,Nhiên liệu linh hoạt 2.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,20,29,543.8,165.1,55.3,58.5,2181,123,3.35,2.19,74,4891,21826 PACIFIC BLVD
Ferrari 488 GTB,2016,5059885000,Xe nước ngoài,1,Coupe,27670,Ngọc trai đen pha lê,Diesel xám/đen,2,Nhiên liệu linh hoạt 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,22,521,170.9,54.3,55.8,2183,143,2.96,3.06,127,5185,4025 W CHESTER PIKE
Lamborghini Huracan LP 610-4,2015,4898793000,Xe nước ngoài,1,Coupe,31170,Bạc,Unknown,2,Hybrid6.2L,Unknown,Số tự động,RFD - Dẫn động cầu sau,19,24,504.9,188.3,54.7,56.2,3041,118,3.46,2.44,130,4674,13911 NORTH FWY
Lamborghini Murcielago Coupe,2006,4829908000,Xe nước ngoài,1,Coupe,17746,Bạc,Máy bay phản lực đen,2,Nhiên liệu linh hoạt 3.6L,Unknown,Số tự động,RFD - Dẫn động cầu sau,17,24,498,184,89.9,53.1,2133,173,3.45,2.3,95,5327,6010 KENLEY LN
Porsche 911 GT3 RS,2016,4826412000,Xe nước ngoài,-1,Coupe,15488,Bóng than chì,Unknown,2,Xăng 1.3L,Unknown,Số tự động,RFD - Dẫn động cầu sau,17,24,497.6,173.5,88.1,58.5,2596,106,3.25,2.26,79,5074,1631 west Chester Pike
Rolls-Royce Wraith,2017,4714885000,Xe nước ngoài,-1,Coupe,28133,Súng kim loại,Máy bay phản lực đen,2,Nhiên liệu linh hoạt ,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,22,486.5,161.1,76.3,52.8,2275,135,3.31,3.21,138,6402,3978 Okeechobee Blvd
McLaren 600LT,2019,4599908000,Xe nước ngoài,1,Coupe,22901,Đen,Unknown,2,Xăng Lai:,Unknown,Số tự động,RFD - Dẫn động cầu sau,17,22,475,147.1,86.9,53.1,2462,134,3.15,3.47,76,6057,6010 KENLEY LN
Porsche 911 GT3 RS,2016,390793000,Xe nước ngoài,1,Coupe,13635,Bạc băng kim loại,Unknown,2,Xăng ,Unknown,Số tự động,RFD - Dẫn động cầu sau,20,24,54.1,173.5,89.7,50.6,2309,111,3.2,3.25,161,6274,3520 N HURON RD
Chevrolet Corvette Z06 w/ Chrome Exterior Badge Package,2023,482724000,Xe nước ngoài,1,Coupe,9040,Màu đỏ,Unknown,2,HybridLai:,Unknown,Số tự động,RFD - Dẫn động cầu sau,19,22,63.3,175.8,77.1,52.6,2125,66,3.2,3.23,170,6083,5801 Andrews Highway
Honda Accord Sport,2016,610489000,Xe nước ngoài,1,Sedan,123574,Màu xám kim loại,Máy bay phản lực đen,5,Hybrid,Unknown,Số tự động,RFD - Dẫn động cầu sau,19,24,76,175.5,78.9,49.5,2776,103,3.37,3.48,123,4334,444 NW 165TH STREET RD
Honda Civic LX,2021,610489000,Xe nước ngoài,1,Sedan,63706,Trắng,Unknown,4,HybridLai:,Unknown,Số tự động,RFD - Dẫn động cầu sau,23,25,76,148.2,85,52.3,1752,121,3.02,3.28,120,5763,444 NW 165TH STREET RD
Toyota Camry LE,2023,609247000,Xe nước ngoài,1,Sedan,112,Kim loại màu xám magnetite,Unknown,4,"Xăng 6,5L",Unknown,Số tự động,RFD - Dẫn động cầu sau,19,24,75.9,172.5,81.4,52,1789,143,3.68,3.15,159,5104,3890 Tuller Road
Toyota Camry LE,2023,607177000,Xe nước ngoài,1,Sedan,144,Bạch kim trắng,Đen,5,Xăng 4.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,32,36,75.7,160.4,80.6,50.6,2356,110,3.61,3.36,158,4682,930 BATTLEFIELD BLVD N
INFINITI Q50 Luxe w/ Essential Package (3.0T Luxe),2020,606234000,Xe nước ngoài,1,Sedan,78230,Celestite,Unknown,4,Xăng 4.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,39,43,75.6,145.5,80.1,50,2099,148,3.1,3.4,153,5359,444 NW 165TH STREET RD
Nissan Altima 2.5 SR,2021,436977000,Xe nước ngoài,-1,Sedan,31194,Màu đen rực rỡ,Unknown,4,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,16,22,58.7,155.9,79.2,54.6,2620,115,3.19,3.4,108,4632,2925 Mall Hill Dr
Honda Accord Sport Special Edition,2021,602577000,Xe nước ngoài,1,Sedan,38370,Màu trắng tinh khiết,Unknown,5,Xăng 3.9L,Unknown,Số tự động,RFD - Dẫn động cầu sau,17,24,75.3,167.5,80,54,1960,150,3.72,3.28,133,6358,444 NW 165TH STREET RD
Chevrolet Malibu LT,2021,590732000,Xe nước ngoài,1,Sedan,97978,Trắng,Unknown,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,25,26,74.1,161.7,83.8,51.4,1725,108,3.52,3.49,96,6195,58 CALEF HWY
Toyota Camry LE,2023,588570000,Xe nước ngoài,1,Sedan,2946,Silica đen pha lê,Unknown,5,Xăng 3.9L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,19,22,73.9,147.6,83.4,54.6,2101,74,2.71,3.45,172,5471,240 Killian Commons Parkway
BMW 750i xDrive,2016,586431000,Xe nước ngoài,1,Sedan,166598,Mythos kim loại đen,Unknown,4,Xăng Lanh,Unknown,Số tay,RFD - Dẫn động cầu sau,40,46,73.6,141.1,81.1,54.8,1566,68,3.1,3.18,160,5680,500 Broad St
BMW 540i,2017,585764000,Xe nước ngoài,1,Sedan,126880,Ngọc trai xám tinh vân,Unknown,5,Xăng 5.2L,Unknown,Số tay,RFD - Dẫn động cầu sau,17,20,73.6,148.6,83.8,53.4,2253,120,3.28,3.07,57,6384,88-98 WALKERS BROOK DR #89
Subaru Legacy Premium,2021,585557000,Xe nước ngoài,1,Sedan,10147,Fl,Onyx đen / đá phiến đen trung bình,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,15,21,73.6,155.7,85.5,52.2,1916,124,3.14,3.07,82,5905,6300 SAWMILL RD
Honda Civic Sport,2020,584384000,Xe nước ngoài,1,Sedan,33008,Đen,Unknown,4,Xăng 5.2L,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,24,73.4,179.7,79.7,53,1902,134,3.45,3.45,95,6421,2215 S 500 W
Toyota Corolla SE,2022,575000000,Xe nước ngoài,-1,Sedan,20995,Xám,Đen,4,Xăng 1.8L,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,24,72.5,142.6,80.8,51.7,2559,127,3.7,3.34,143,5957,6252 E Virginia Beach Blvd
Audi A4 2.0T Premium Plus w/ Premium Plus Package,2017,574954000,Xe nước ngoài,1,Sedan,51168,Kim loại bạc cổ điển,Unknown,5,Xăng 1.6L,Unknown,Số tự động,RFD - Dẫn động cầu sau,20,23,72.5,141.1,89.2,51.3,1521,69,3.46,3.3,128,5012,315 South Keyser Avenue
Volkswagen Jetta R-Line,2021,574931000,Xe nước ngoài,1,Sedan,6890,Đài hoa đỏ,Máy bay phản lực đen,4,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,14,18,72.5,172.3,87.6,51.7,2559,107,3.18,3.14,111,5346,500 Broad St
Mercedes-Benz C 300 4MATIC Sedan,2018,574885000,Xe nước ngoài,1,Sedan,63314,Màu đỏ,Unknown,5,Xăng 3.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,31,41,72.5,169.9,75.1,54.4,2302,66,3.44,3.24,109,6375,51466 State Road 19
Subaru Legacy Sport w/ Popular Package #3,2020,574885000,Xe nước ngoài,1,Sedan,51205,Đua xe ý màu đỏ kim loại,Đen,4,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,33,38,72.5,167.1,77.3,53,2267,86,3.25,3.02,103,4285,5955 Peachtree Industrial Blv
Audi S3 Prestige,2016,571136000,Xe nước ngoài,1,Sedan,129054,Ba lớp ngọc trai óng ánh,Unknown,5,Xăng 2.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,24,30,72.1,177.7,88,50.6,1969,139,3.59,3.39,83,5356,13731 HARBOR BLVD
Lexus LS 460,2013,566375000,Xe nước ngoài,1,Sedan,160888,Quần jean màu xanh kim loại,Đá phiến tối trung bình,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,19,27,71.6,171.6,84.3,52.4,2027,70,3.59,3.33,130,4461,2600 COLONIAL BLVD
Honda Accord Sport,2020,564903000,Xe nước ngoài,1,Sedan,42600,Đen,Unknown,5,Xăng 2.5L,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,25,71.5,168.7,77.5,53.6,2667,120,3.35,3.49,56,4236,304 SAGAMORE PKWY N
Lincoln Continental w/ Premium Package,2020,562557000,Xe nước ngoài,1,Sedan,157898,Hội nghị thượng đỉnh trắng,Màu xám đất trung bình,4,Xăng ,Unknown,Số tự động,FWD - Dẫn động cầu trước,22,30,71.3,179.6,77.6,51.9,2561,69,3.1,3.48,121,4841,3325 Satellite Blvd
Audi A3 2.0T w/ Final Edition Package,2020,561131000,Xe nước ngoài,1,Sedan,77870,Màu xanh kim loại northsky,Unknown,4,Xăng Lai:,Unknown,Số tự động,RFD - Dẫn động cầu sau,24,33,71.1,163.4,83.1,52.1,2593,118,3.04,3.04,78,4418,9898 Trask Ave
Toyota Corolla LE,2022,558647000,Xe nước ngoài,1,Sedan,15675,Áo khoác trong suốt bằng kim loại bạc billet,Đen,5,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,24,30,70.9,178.6,85.5,54.2,1629,119,2.82,3.17,105,4631,444 NW 165TH STREET RD
Hyundai Sonata SEL Plus w/ Tech Package,2021,551977000,Xe nước ngoài,-1,Sedan,51294,Trận tuyết lở,Unknown,4,Xăng 2.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,22,30,70.2,164.9,78.2,52.4,1883,121,3.35,3.39,167,6470,8310 VETERANS HWY
Toyota Camry SE,2021,986700000,Xe nước ngoài,1,Sedan,27981,Mã não đen kim loại,Đen,5,Xăng 1.8L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,22,32,113.7,149.4,83.1,49.9,2146,87,3.65,3.25,107,6061,2611 MacArthur Dr
Jaguar XF Premium,2017,986700000,Xe nước ngoài,1,Sedan,70413,Áo khoác trắng sáng,Unknown,5,Xăng 3.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,28,34,113.7,152.3,89.3,52,1789,117,3.1,3.01,168,4748,3990 W Highway 501
Chevrolet Silverado 1500 LTZ,2021,983871000,Xe nước ngoài,1,Truck,183336,Áo khoác pha lê đen rực rỡ,Unknown,3,Xăng Lanh,Unknown,Số tay,AWD - 4 bánh toàn thời gian,22,30,113.4,174.2,74.6,53.8,2374,131,2.69,3.25,133,4267,2011 North Salisbury Blvd
Ford F150 Lariat w/ Equipment Group 502A Luxury,2018,969335000,Xe nước ngoài,1,Truck,65670,Mã não đen kim loại,Unknown,6,Xăng 1.5L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,43,39,111.9,164.5,88.6,50.4,2353,139,2.69,3.41,162,5567,4220 W. Expressway 83
Chevrolet Colorado Z71 w/ Z71 Midnight Edition,2022,968668000,Xe nước ngoài,1,Truck,9533,Xám,Unknown,2,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,24,30,111.9,165.5,75.3,51.3,2502,139,3.02,3.06,66,6336,911 LAWRENCE AVE
GMC Canyon AT4 w/ Trailering Package,2022,893205000,Xe nước ngoài,1,Truck,26630,Hội nghị thượng đỉnh trắng,Unknown,3,Xăng 1.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,22,30,104.3,143.4,78.2,54.5,1888,78,2.78,3.06,108,5936,950 N Carolina 66
Chevrolet Silverado 1500 RST w/ All-Star Edition,2020,965954000,Xe nước ngoài,1,Truck,46552,Ba lớp ngọc trai óng ánh,Unknown,6,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,25,36,111.6,153.6,86.5,53.8,2229,104,3.05,3.39,60,4822,99 TIM SHORT DRIVE
Jeep Gladiator Sport w/ Quick Order Package 24S,2020,965931000,Xe nước ngoài,1,Truck,75314,Đen,Unknown,5,Xăng 2.5L,Unknown,Số tự động,FWD - Dẫn động cầu trước,23,30,111.6,151.4,77.6,54.9,2495,105,3.67,3.31,69,6493,500 Broad St
Ford Ranger Lariat w/ FX4 Off-Road Package,2022,965931000,Xe nước ngoài,1,Truck,12965,Thiên bạc kim loại,Unknown,6,HybridLanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,28,37,111.6,162.2,77.7,49.6,2095,64,3.26,3.21,172,5594,150 Shiloh Rd
Ford F150 XLT,2022,965655000,Xe nước ngoài,1,Truck,19962,Màu xanh kim loại northsky,Unknown,4,Xăng 2.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,22,24,111.6,172.2,83.9,52,2481,131,3.03,3.14,132,5615,51466 State Road 19
RAM 1500 Big Horn,2022,963700000,Xe nước ngoài,1,Truck,39514,Áo khoác trắng sáng,Unknown,2,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,25,32,111.4,156.2,84.1,52,2298,93,2.87,3.24,68,6055,1210 Northlake Blvd
RAM 2500 Tradesman w/ Popular Equipment Group,2016,943000000,Xe nước ngoài,1,Truck,114013,Bạc bầu trời kim loại,Unknown,6,Xăng 2.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,29,35,109.3,149.3,79.6,54.4,2543,70,3.57,3.43,76,6014,541 MARY ESTHER CUT OFF NW
Ford F150 XL,2021,942977000,Xe nước ngoài,1,Truck,16366,Sông băng trắng,Muội than,6,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,25,33,109.3,146,88.8,49.1,1558,79,3.72,3.22,162,6247,9207 Adamo Drive East
Toyota Tacoma TRD Pro,2017,942747000,Xe nước ngoài,1,Truck,68317,Áo khoác trong suốt bằng kim loại bạc billet,Unknown,4,Xăng 2.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,27,33,109.3,169.4,79.7,53.2,2736,76,3.59,3.25,116,4839,745 W 51ST ST
Chevrolet Silverado 2500 Custom w/ Custom Value Package,2020,931500000,Xe nước ngoài,1,Truck,133426,Lớp phủ trong suốt bằng kim loại pha lê granite,Unknown,3,Xăng 3.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,54,50,108.2,170,77.5,54.1,2010,92,3.48,3.17,149,5716,8940 Colerain Ave
Chevrolet Silverado 1500 RST,2019,930028000,Xe nước ngoài,1,Truck,97197,Màu xanh kim loại northsky,Đen,2,Nhiên liệu linh hoạt Lanh,Unknown,Số tay,AWD - 4 bánh toàn thời gian,54,50,108,140.4,81.4,54.6,2098,95,2.97,3.1,168,5573,11299 STATE ROUTE 30
Chevrolet Colorado Z71 w/ Z71 Midnight Edition,2022,908454000,Xe nước ngoài,1,Truck,11422,Bóng màu xám kim loại,Unknown,6,Xăng 2.5L,Unknown,Số tay,RFD - Dẫn động cầu sau,18,28,105.8,158.6,86.1,50.5,2616,63,3.22,3.09,165,5901,11655 North Fwy
Toyota Tacoma TRD Sport,2023,919931000,Xe nước ngoài,1,Truck,26104,Áo khoác màu đỏ cajun,Unknown,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,28,36,107,158.3,83,52.7,2313,124,3.65,3.42,168,5425,500 Broad St
Chevrolet Silverado 1500 Custom,2023,919816000,Xe nước ngoài,1,Truck,23866,Áo khoác màu đỏ cajun,Muội than,6,Xăng 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,33,40,107,170.9,82.7,53.6,1713,113,3.32,3.33,103,5056,2380 South Highway 89
RAM 2500 Tradesman w/ Chrome Appearance Group,2018,919793000,Xe nước ngoài,1,Truck,113758,Kim loại màu xanh kinetic,Unknown,4,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,39,46,107,142.3,82.7,50.4,2325,95,3.36,3.08,142,6376,3800 W. Hillsborough Avenue
Toyota Tacoma TRD Off-Road,2019,916665000,Xe nước ngoài,1,Truck,40858,Máy bay phản lực đen,Unknown,2,Xăng 2.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,24,33,106.7,154.4,77.7,53.6,2299,140,3.12,3.38,136,4438,1091 Fremont Pike
Nissan Titan SV,2022,916504000,Xe nước ngoài,1,Truck,11643,Hội nghị thượng đỉnh trắng,Xám,3,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,30,37,106.7,174.4,88.9,54.7,1510,141,2.9,3.32,128,4898,250 COLUMBUS RD
RAM 1500 Big Horn,2021,915400000,Xe nước ngoài,1,Truck,60470,Tiêu trắng,Unknown,3,Xăng 3.5L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,51,48,106.5,153.9,86.9,51.6,2716,148,3.68,3.14,174,4413,443 INTERSTATE 45 S
RAM 1500 Big Horn,2020,913560000,Xe nước ngoài,1,Truck,33680,Ngọc trai trắng satin,Unknown,5,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,24,30,106.4,176.6,80.6,54.7,2007,85,2.9,3.41,54,5522,9740 E Adamo Drive
Chevrolet Silverado 1500 Custom,2021,471500000,Xe nước ngoài,1,Truck,139853,Màu xám than chì kim loại,Unknown,5,Xăng 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,24,30,62.2,167.8,76.1,54.7,2354,139,3.63,3.45,70,4319,2000 Chain Bridge Road
"Chevrolet Silverado 1500 Custom Trail Boss w/ LPO, Dark Essentials Package",2021,447603000,Xe nước ngoài,1,Truck,99155,Hội nghị thượng đỉnh trắng,Unknown,3,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,26,35,59.8,154.9,89.6,54.3,1730,144,3.65,3.21,84,4853,4243 MAHONING AVE
Chevrolet Bolt Premier w/ Infotainment Package,2020,459724000,Xe nước ngoài,1,Wagon,31312,Ngọc trai xanh plasma,Muội than,5,Xăng 1.6L,Unknown,Số tự động,RFD - Dẫn động cầu sau,26,35,61,152,85.7,51.9,1780,115,3.58,3.1,121,5759,22435 SH-249
Chevrolet Bolt Premier w/ Infotainment Package,2019,457700000,Xe nước ngoài,1,Wagon,77982,Bạc,Unknown,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,30,37,60.8,175.9,87.8,51.9,2664,143,3.55,3.21,131,5513,2850 E VAN BUREN ST
Chevrolet Bolt Premier w/ Infotainment Package,2020,457700000,Xe nước ngoài,1,Wagon,71373,Kim loại màu xám bạch kim,Unknown,5,Nhiên liệu linh hoạt 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,12,16,60.8,148.4,79.7,53.7,1635,73,3.41,3.22,120,6332,115 West Main Street
